,State,Population Type,Year,Month,Electricity Price,Gas Price
0,TX,Rural,2017,Jan,0.1049,2.139
1,TX,Rural,2017,Feb,0.1049,2.083
2,TX,Rural,2017,Mar,0.1049,2.089
3,TX,Rural,2017,Apr,0.1049,2.195
4,TX,Rural,2017,May,0.1049,2.187
5,TX,Rural,2017,Jun,0.1049,2.149
6,TX,Rural,2017,Jul,0.1049,2.068
7,TX,Rural,2017,Aug,0.1049,2.166
8,TX,Rural,2017,Sep,0.1049,2.515
9,TX,Rural,2017,Oct,0.1049,2.322
10,TX,Rural,2017,Nov,0.1049,2.288
11,TX,Rural,2017,Dec,0.1049,2.218
12,TX,Rural,2018,Jan,0.1044,2.301
13,TX,Rural,2018,Feb,0.1044,2.33
14,TX,Rural,2018,Mar,0.1044,2.331
15,TX,Rural,2018,Apr,0.1044,2.487
16,TX,Rural,2018,May,0.1044,2.662
17,TX,Rural,2018,Jun,0.1044,2.691
18,TX,Rural,2018,Jul,0.1044,2.615
19,TX,Rural,2018,Aug,0.1044,2.593
20,TX,Rural,2018,Sep,0.1044,2.583
21,TX,Rural,2018,Oct,0.1044,2.596
22,TX,Rural,2018,Nov,0.1044,2.35
23,TX,Rural,2018,Dec,0.1044,2.023
24,TX,Rural,2019,Jan,0.1024,1.911
25,TX,Rural,2019,Feb,0.1024,2.007
26,TX,Rural,2019,Mar,0.1024,2.238
27,TX,Rural,2019,Apr,0.1024,2.48
28,TX,Rural,2019,May,0.1024,2.5
29,TX,Rural,2019,Jun,0.1024,2.362
30,TX,Rural,2019,Jul,0.1024,2.436
31,TX,Rural,2019,Aug,0.1024,2.335
32,TX,Rural,2019,Sep,0.1024,2.285
33,TX,Rural,2019,Oct,0.1024,2.282
34,TX,Rural,2019,Nov,0.1024,2.246
35,TX,Rural,2019,Dec,0.1024,2.227
36,TX,Rural,2020,Jan,0.1037,2.237
37,TX,Rural,2020,Feb,0.1037,2.106
38,TX,Rural,2020,Mar,0.1037,1.949
39,TX,Rural,2020,Apr,0.1037,1.559
40,TX,Rural,2020,May,0.1037,1.51
41,TX,Rural,2020,Jun,0.1037,1.748
42,TX,Rural,2020,Jul,0.1037,1.86
43,TX,Rural,2020,Aug,0.1037,1.84
44,TX,Rural,2020,Sep,0.1037,1.84
45,TX,Rural,2020,Oct,0.1037,1.816
46,TX,Rural,2020,Nov,0.1037,1.747
47,TX,Rural,2020,Dec,0.1037,1.863
48,TX,Rural,2021,Jan,0.1077,2.011
49,TX,Rural,2021,Feb,0.1077,2.187
50,TX,Rural,2021,Mar,0.1077,2.535
51,TX,Rural,2021,Apr,0.1077,2.551
52,TX,Rural,2021,May,0.1077,2.668
53,TX,Rural,2021,Jun,0.1077,2.721
54,TX,Rural,2021,Jul,0.1077,2.81
55,TX,Rural,2021,Aug,0.1077,2.802
56,TX,Rural,2021,Sep,0.1077,2.79
57,TX,Rural,2021,Oct,0.1077,2.912
58,TX,Rural,2021,Nov,0.1077,2.991
59,TX,Rural,2021,Dec,0.1077,2.88
60,WA,Rural,2017,Jan,0.0937,3.908
61,WA,Rural,2017,Feb,0.0937,3.908
62,WA,Rural,2017,Mar,0.0937,3.908
63,WA,Rural,2017,Apr,0.0937,3.908
64,WA,Rural,2017,May,0.0937,3.908
65,WA,Rural,2017,Jun,0.0937,3.908
66,WA,Rural,2017,Jul,0.0937,3.908
67,WA,Rural,2017,Aug,0.0937,3.908
68,WA,Rural,2017,Sep,0.0937,3.908
69,WA,Rural,2017,Oct,0.0937,3.908
70,WA,Rural,2017,Nov,0.0937,3.908
71,WA,Rural,2017,Dec,0.0937,3.908
72,WA,Rural,2018,Jan,0.0953,3.908
73,WA,Rural,2018,Feb,0.0953,3.908
74,WA,Rural,2018,Mar,0.0953,3.908
75,WA,Rural,2018,Apr,0.0953,3.908
76,WA,Rural,2018,May,0.0953,3.908
77,WA,Rural,2018,Jun,0.0953,3.908
78,WA,Rural,2018,Jul,0.0953,3.908
79,WA,Rural,2018,Aug,0.0953,3.908
80,WA,Rural,2018,Sep,0.0953,3.908
81,WA,Rural,2018,Oct,0.0953,3.908
82,WA,Rural,2018,Nov,0.0953,3.908
83,WA,Rural,2018,Dec,0.0953,3.908
84,WA,Rural,2019,Jan,0.0952,3.908
85,WA,Rural,2019,Feb,0.0952,3.908
86,WA,Rural,2019,Mar,0.0952,3.908
87,WA,Rural,2019,Apr,0.0952,3.908
88,WA,Rural,2019,May,0.0952,3.908
89,WA,Rural,2019,Jun,0.0952,3.908
90,WA,Rural,2019,Jul,0.0952,3.908
91,WA,Rural,2019,Aug,0.0952,3.908
92,WA,Rural,2019,Sep,0.0952,3.908
93,WA,Rural,2019,Oct,0.0952,3.908
94,WA,Rural,2019,Nov,0.0952,3.908
95,WA,Rural,2019,Dec,0.0952,3.908
96,WA,Rural,2020,Jan,0.0959,3.908
97,WA,Rural,2020,Feb,0.0959,3.908
98,WA,Rural,2020,Mar,0.0959,3.908
99,WA,Rural,2020,Apr,0.0959,3.908
100,WA,Rural,2020,May,0.0959,3.908
101,WA,Rural,2020,Jun,0.0959,3.908
102,WA,Rural,2020,Jul,0.0959,3.908
103,WA,Rural,2020,Aug,0.0959,3.908
104,WA,Rural,2020,Sep,0.0959,3.908
105,WA,Rural,2020,Oct,0.0959,3.908
106,WA,Rural,2020,Nov,0.0959,3.908
107,WA,Rural,2020,Dec,0.0959,3.908
108,WA,Rural,2021,Jan,0.0972,3.908
109,WA,Rural,2021,Feb,0.0972,3.908
110,WA,Rural,2021,Mar,0.0972,3.908
111,WA,Rural,2021,Apr,0.0972,3.908
112,WA,Rural,2021,May,0.0972,3.908
113,WA,Rural,2021,Jun,0.0972,3.908
114,WA,Rural,2021,Jul,0.0972,3.908
115,WA,Rural,2021,Aug,0.0972,3.908
116,WA,Rural,2021,Sep,0.0972,3.908
117,WA,Rural,2021,Oct,0.0972,3.908
118,WA,Rural,2021,Nov,0.0972,3.908
119,WA,Rural,2021,Dec,0.0972,3.908
120,NY,Rural,2017,Jan,0.1749,3.355
121,NY,Rural,2017,Feb,0.1749,3.355
122,NY,Rural,2017,Mar,0.1749,3.355
123,NY,Rural,2017,Apr,0.1749,3.355
124,NY,Rural,2017,May,0.1749,3.355
125,NY,Rural,2017,Jun,0.1749,3.355
126,NY,Rural,2017,Jul,0.1749,3.355
127,NY,Rural,2017,Aug,0.1749,3.355
128,NY,Rural,2017,Sep,0.1749,3.355
129,NY,Rural,2017,Oct,0.1749,3.355
130,NY,Rural,2017,Nov,0.1749,3.355
131,NY,Rural,2017,Dec,0.1749,3.355
132,NY,Rural,2018,Jan,0.1789,3.355
133,NY,Rural,2018,Feb,0.1789,3.355
134,NY,Rural,2018,Mar,0.1789,3.355
135,NY,Rural,2018,Apr,0.1789,3.355
136,NY,Rural,2018,May,0.1789,3.355
137,NY,Rural,2018,Jun,0.1789,3.355
138,NY,Rural,2018,Jul,0.1789,3.355
139,NY,Rural,2018,Aug,0.1789,3.355
140,NY,Rural,2018,Sep,0.1789,3.355
141,NY,Rural,2018,Oct,0.1789,3.355
142,NY,Rural,2018,Nov,0.1789,3.355
143,NY,Rural,2018,Dec,0.1789,3.355
144,NY,Rural,2019,Jan,0.1701,3.355
145,NY,Rural,2019,Feb,0.1701,3.355
146,NY,Rural,2019,Mar,0.1701,3.355
147,NY,Rural,2019,Apr,0.1701,3.355
148,NY,Rural,2019,May,0.1701,3.355
149,NY,Rural,2019,Jun,0.1701,3.355
150,NY,Rural,2019,Jul,0.1701,3.355
151,NY,Rural,2019,Aug,0.1701,3.355
152,NY,Rural,2019,Sep,0.1701,3.355
153,NY,Rural,2019,Oct,0.1701,3.355
154,NY,Rural,2019,Nov,0.1701,3.355
155,NY,Rural,2019,Dec,0.1701,3.355
156,NY,Rural,2020,Jan,0.1719,3.355
157,NY,Rural,2020,Feb,0.1719,3.355
158,NY,Rural,2020,Mar,0.1719,3.355
159,NY,Rural,2020,Apr,0.1719,3.355
160,NY,Rural,2020,May,0.1719,3.355
161,NY,Rural,2020,Jun,0.1719,3.355
162,NY,Rural,2020,Jul,0.1719,3.355
163,NY,Rural,2020,Aug,0.1719,3.355
164,NY,Rural,2020,Sep,0.1719,3.355
165,NY,Rural,2020,Oct,0.1719,3.355
166,NY,Rural,2020,Nov,0.1719,3.355
167,NY,Rural,2020,Dec,0.1719,3.355
168,NY,Rural,2021,Jan,0.1845,3.355
169,NY,Rural,2021,Feb,0.1845,3.355
170,NY,Rural,2021,Mar,0.1845,3.355
171,NY,Rural,2021,Apr,0.1845,3.355
172,NY,Rural,2021,May,0.1845,3.355
173,NY,Rural,2021,Jun,0.1845,3.355
174,NY,Rural,2021,Jul,0.1845,3.355
175,NY,Rural,2021,Aug,0.1845,3.355
176,NY,Rural,2021,Sep,0.1845,3.355
177,NY,Rural,2021,Oct,0.1845,3.355
178,NY,Rural,2021,Nov,0.1845,3.355
179,NY,Rural,2021,Dec,0.1845,3.355
180,CO,Rural,2017,Jan,0.1266,3.378
181,CO,Rural,2017,Feb,0.1266,3.378
182,CO,Rural,2017,Mar,0.1266,3.378
183,CO,Rural,2017,Apr,0.1266,3.378
184,CO,Rural,2017,May,0.1266,3.378
185,CO,Rural,2017,Jun,0.1266,3.378
186,CO,Rural,2017,Jul,0.1266,3.378
187,CO,Rural,2017,Aug,0.1266,3.378
188,CO,Rural,2017,Sep,0.1266,3.378
189,CO,Rural,2017,Oct,0.1266,3.378
190,CO,Rural,2017,Nov,0.1266,3.378
191,CO,Rural,2017,Dec,0.1266,3.378
192,CO,Rural,2018,Jan,0.1273,3.378
193,CO,Rural,2018,Feb,0.1273,3.378
194,CO,Rural,2018,Mar,0.1273,3.378
195,CO,Rural,2018,Apr,0.1273,3.378
196,CO,Rural,2018,May,0.1273,3.378
197,CO,Rural,2018,Jun,0.1273,3.378
198,CO,Rural,2018,Jul,0.1273,3.378
199,CO,Rural,2018,Aug,0.1273,3.378
200,CO,Rural,2018,Sep,0.1273,3.378
201,CO,Rural,2018,Oct,0.1273,3.378
202,CO,Rural,2018,Nov,0.1273,3.378
203,CO,Rural,2018,Dec,0.1273,3.378
204,CO,Rural,2019,Jan,0.1279,3.378
205,CO,Rural,2019,Feb,0.1279,3.378
206,CO,Rural,2019,Mar,0.1279,3.378
207,CO,Rural,2019,Apr,0.1279,3.378
208,CO,Rural,2019,May,0.1279,3.378
209,CO,Rural,2019,Jun,0.1279,3.378
210,CO,Rural,2019,Jul,0.1279,3.378
211,CO,Rural,2019,Aug,0.1279,3.378
212,CO,Rural,2019,Sep,0.1279,3.378
213,CO,Rural,2019,Oct,0.1279,3.378
214,CO,Rural,2019,Nov,0.1279,3.378
215,CO,Rural,2019,Dec,0.1279,3.378
216,CO,Rural,2020,Jan,0.1286,3.378
217,CO,Rural,2020,Feb,0.1286,3.378
218,CO,Rural,2020,Mar,0.1286,3.378
219,CO,Rural,2020,Apr,0.1286,3.378
220,CO,Rural,2020,May,0.1286,3.378
221,CO,Rural,2020,Jun,0.1286,3.378
222,CO,Rural,2020,Jul,0.1286,3.378
223,CO,Rural,2020,Aug,0.1286,3.378
224,CO,Rural,2020,Sep,0.1286,3.378
225,CO,Rural,2020,Oct,0.1286,3.378
226,CO,Rural,2020,Nov,0.1286,3.378
227,CO,Rural,2020,Dec,0.1286,3.378
228,CO,Rural,2021,Jan,0.1345,3.378
229,CO,Rural,2021,Feb,0.1345,3.378
230,CO,Rural,2021,Mar,0.1345,3.378
231,CO,Rural,2021,Apr,0.1345,3.378
232,CO,Rural,2021,May,0.1345,3.378
233,CO,Rural,2021,Jun,0.1345,3.378
234,CO,Rural,2021,Jul,0.1345,3.378
235,CO,Rural,2021,Aug,0.1345,3.378
236,CO,Rural,2021,Sep,0.1345,3.378
237,CO,Rural,2021,Oct,0.1345,3.378
238,CO,Rural,2021,Nov,0.1345,3.378
239,CO,Rural,2021,Dec,0.1345,3.378
240,TX,Urban,2017,Jan,0.112,2.282
241,TX,Urban,2017,Feb,0.118,2.21
242,TX,Urban,2017,Mar,0.128,2.192
243,TX,Urban,2017,Apr,0.114,2.085
244,TX,Urban,2017,May,0.118,2.166
245,TX,Urban,2017,Jun,0.119,2.109
246,TX,Urban,2017,Jul,0.12,2.192
247,TX,Urban,2017,Aug,0.108,2.123
248,TX,Urban,2017,Sep,0.12,2.23
249,TX,Urban,2017,Oct,0.124,2.268
250,TX,Urban,2017,Nov,0.127,2.292
251,TX,Urban,2017,Dec,0.12,2.514
252,TX,Urban,2018,Jan,0.126,2.495
253,TX,Urban,2018,Feb,0.132,2.595
254,TX,Urban,2018,Mar,0.147,2.006
255,TX,Urban,2018,Apr,0.132,2.276
256,TX,Urban,2018,May,0.125,2.258
257,TX,Urban,2018,Jun,0.134,2.632
258,TX,Urban,2018,Jul,0.134,2.732
259,TX,Urban,2018,Aug,0.121,2.308
260,TX,Urban,2018,Sep,0.129,2.68
261,TX,Urban,2018,Oct,0.137,2.326
262,TX,Urban,2018,Nov,0.137,2.608
263,TX,Urban,2018,Dec,0.132,2.598
264,TX,Urban,2019,Jan,0.134,2.574
265,TX,Urban,2019,Feb,0.133,2.37
266,TX,Urban,2019,Mar,0.134,2.19
267,TX,Urban,2019,Apr,0.136,1.994
268,TX,Urban,2019,May,0.138,1.914
269,TX,Urban,2019,Jun,0.13,2.518
270,TX,Urban,2019,Jul,0.132,2.413
271,TX,Urban,2019,Aug,0.135,2.294
272,TX,Urban,2019,Sep,0.134,2.598
273,TX,Urban,2019,Oct,0.134,2.258
274,TX,Urban,2019,Nov,0.136,2.253
275,TX,Urban,2019,Dec,0.135,2.295
276,TX,Urban,2020,Jan,0.128,1.537
277,TX,Urban,2020,Feb,0.129,1.832
278,TX,Urban,2020,Mar,0.137,1.832
279,TX,Urban,2020,Apr,0.128,2.075
280,TX,Urban,2020,May,0.132,2.242
281,TX,Urban,2020,Jun,0.128,1.877
282,TX,Urban,2020,Jul,0.13,1.731
283,TX,Urban,2020,Aug,0.124,1.99
284,TX,Urban,2020,Sep,0.13,1.485
285,TX,Urban,2020,Oct,0.138,1.744
286,TX,Urban,2020,Nov,0.132,1.805
287,TX,Urban,2020,Dec,0.136,1.854
288,TX,Urban,2021,Jan,0.134,2.52
289,TX,Urban,2021,Feb,0.148,2.873
290,TX,Urban,2021,Mar,0.155,2.982
291,TX,Urban,2021,Apr,0.137,2.151
292,TX,Urban,2021,May,0.135,2.013
293,TX,Urban,2021,Jun,0.14,2.859
294,TX,Urban,2021,Jul,0.134,2.794
295,TX,Urban,2021,Aug,0.136,2.499
296,TX,Urban,2021,Sep,0.133,2.664
297,TX,Urban,2021,Oct,0.154,3.103
298,TX,Urban,2021,Nov,0.155,2.997
299,TX,Urban,2021,Dec,0.154,2.868
300,TX,Urban,2022,Jan,0.152,3.836
301,TX,Urban,2022,Feb,0.226,3.537
302,TX,Urban,2022,Mar,0.186,2.768
303,TX,Urban,2022,Apr,0.155,3.228
304,TX,Urban,2022,May,0.15,2.996
305,TX,Urban,2022,Jun,0.227,4.146
306,TX,Urban,2022,Jul,0.181,4.69
307,TX,Urban,2022,Aug,0.152,3.906
308,TX,Urban,2022,Sep,0.176,4.231
309,TX,Urban,2022,Oct,0.182,3.094
310,TX,Urban,2022,Nov,0.203,3.245
311,TX,Urban,2022,Dec,0.22,3.2
312,TX,Urban,2023,Jan,0.18,3.047
313,TX,Urban,2023,Feb,0.18,3.006
314,WA,Urban,2017,Jan,0.106,2.686
315,WA,Urban,2017,Feb,0.106,2.666
316,WA,Urban,2017,Mar,0.106,2.726
317,WA,Urban,2017,Apr,0.111,2.79
318,WA,Urban,2017,May,0.112,2.765
319,WA,Urban,2017,Jun,0.112,2.722
320,WA,Urban,2017,Jul,0.112,2.704
321,WA,Urban,2017,Aug,0.112,2.767
322,WA,Urban,2017,Sep,0.112,2.953
323,WA,Urban,2017,Oct,0.109,2.809
324,WA,Urban,2017,Nov,0.109,2.9
325,WA,Urban,2017,Dec,0.109,2.838
326,WA,Urban,2018,Jan,0.111,2.839
327,WA,Urban,2018,Feb,0.111,2.974
328,WA,Urban,2018,Mar,0.111,3.023
329,WA,Urban,2018,Apr,0.114,3.197
330,WA,Urban,2018,May,0.111,3.346
331,WA,Urban,2018,Jun,0.111,3.379
332,WA,Urban,2018,Jul,0.111,3.311
333,WA,Urban,2018,Aug,0.111,3.221
334,WA,Urban,2018,Sep,0.111,3.248
335,WA,Urban,2018,Oct,0.108,3.406
336,WA,Urban,2018,Nov,0.108,3.374
337,WA,Urban,2018,Dec,0.108,3.143
338,WA,Urban,2019,Jan,0.11,2.944
339,WA,Urban,2019,Feb,0.11,2.859
340,WA,Urban,2019,Mar,0.11,2.93
341,WA,Urban,2019,Apr,0.112,3.345
342,WA,Urban,2019,May,0.112,3.545
343,WA,Urban,2019,Jun,0.112,3.41
344,WA,Urban,2019,Jul,0.111,3.286
345,WA,Urban,2019,Aug,0.111,3.175
346,WA,Urban,2019,Sep,0.111,3.114
347,WA,Urban,2019,Oct,0.109,3.255
348,WA,Urban,2019,Nov,0.109,3.284
349,WA,Urban,2019,Dec,0.109,3.079
350,WA,Urban,2020,Jan,0.111,2.964
351,WA,Urban,2020,Feb,0.111,2.956
352,WA,Urban,2020,Mar,0.111,2.95
353,WA,Urban,2020,Apr,0.113,2.465
354,WA,Urban,2020,May,0.114,2.374
355,WA,Urban,2020,Jun,0.114,2.462
356,WA,Urban,2020,Jul,0.114,2.621
357,WA,Urban,2020,Aug,0.114,2.667
358,WA,Urban,2020,Sep,0.114,2.689
359,WA,Urban,2020,Oct,0.113,2.627
360,WA,Urban,2020,Nov,0.113,2.608
361,WA,Urban,2020,Dec,0.114,2.647
362,WA,Urban,2021,Jan,0.114,2.726
363,WA,Urban,2021,Feb,0.114,2.871
364,WA,Urban,2021,Mar,0.114,3.165
365,WA,Urban,2021,Apr,0.116,3.321
366,WA,Urban,2021,May,0.116,3.448
367,WA,Urban,2021,Jun,0.116,3.832
368,WA,Urban,2021,Jul,0.117,4.013
369,WA,Urban,2021,Aug,0.117,4.077
370,WA,Urban,2021,Sep,0.117,4.07
371,WA,Urban,2021,Oct,0.116,4.068
372,WA,Urban,2021,Nov,0.117,4.09
373,WA,Urban,2021,Dec,0.117,4.085
374,WA,Urban,2022,Jan,0.117,4.138
375,WA,Urban,2022,Feb,0.117,4.182
376,WA,Urban,2022,Mar,0.117,4.848
377,WA,Urban,2022,Apr,0.119,4.908
378,WA,Urban,2022,May,0.118,5.212
379,WA,Urban,2022,Jun,0.118,5.675
380,WA,Urban,2022,Jul,0.118,5.46
381,WA,Urban,2022,Aug,0.118,5.024
382,WA,Urban,2022,Sep,0.118,4.949
383,WA,Urban,2022,Oct,0.118,5.429
384,WA,Urban,2022,Nov,0.118,4.965
385,WA,Urban,2022,Dec,0.118,4.329
386,WA,Urban,2023,Jan,0.126,4.242
387,WA,Urban,2023,Feb,0.126,4.397
388,NY,Urban,2017,Jan,0.189,2.542
389,NY,Urban,2017,Feb,0.194,2.492
390,NY,Urban,2017,Mar,0.192,2.438
391,NY,Urban,2017,Apr,0.189,2.516
392,NY,Urban,2017,May,0.202,2.511
393,NY,Urban,2017,Jun,0.208,2.488
394,NY,Urban,2017,Jul,0.205,2.441
395,NY,Urban,2017,Aug,0.201,2.512
396,NY,Urban,2017,Sep,0.203,2.827
397,NY,Urban,2017,Oct,0.19,2.652
398,NY,Urban,2017,Nov,0.2,2.658
399,NY,Urban,2017,Dec,0.208,2.623
400,NY,Urban,2018,Jan,0.202,2.685
401,NY,Urban,2018,Feb,0.198,2.75
402,NY,Urban,2018,Mar,0.206,2.682
403,NY,Urban,2018,Apr,0.203,2.814
404,NY,Urban,2018,May,0.21,3.02
405,NY,Urban,2018,Jun,0.217,3.065
406,NY,Urban,2018,Jul,0.216,3.003
407,NY,Urban,2018,Aug,0.208,2.988
408,NY,Urban,2018,Sep,0.212,2.975
409,NY,Urban,2018,Oct,0.206,2.974
410,NY,Urban,2018,Nov,0.194,2.845
411,NY,Urban,2018,Dec,0.193,2.655
412,NY,Urban,2019,Jan,0.202,2.507
413,NY,Urban,2019,Feb,0.196,2.477
414,NY,Urban,2019,Mar,0.201,2.628
415,NY,Urban,2019,Apr,0.197,2.839
416,NY,Urban,2019,May,0.194,2.997
417,NY,Urban,2019,Jun,0.211,2.912
418,NY,Urban,2019,Jul,0.207,2.902
419,NY,Urban,2019,Aug,0.202,2.844
420,NY,Urban,2019,Sep,0.205,2.706
421,NY,Urban,2019,Oct,0.194,2.676
422,NY,Urban,2019,Nov,0.197,2.675
423,NY,Urban,2019,Dec,0.193,2.674
424,NY,Urban,2020,Jan,0.199,2.705
425,NY,Urban,2020,Feb,0.201,2.617
426,NY,Urban,2020,Mar,0.198,2.483
427,NY,Urban,2020,Apr,0.195,2.261
428,NY,Urban,2020,May,0.199,2.151
429,NY,Urban,2020,Jun,0.223,2.205
430,NY,Urban,2020,Jul,0.218,2.258
431,NY,Urban,2020,Aug,0.209,2.245
432,NY,Urban,2020,Sep,0.211,2.261
433,NY,Urban,2020,Oct,0.202,2.248
434,NY,Urban,2020,Nov,0.201,2.209
435,NY,Urban,2020,Dec,0.211,2.285
436,NY,Urban,2021,Jan,0.213,2.446
437,NY,Urban,2021,Feb,0.219,2.612
438,NY,Urban,2021,Mar,0.188,2.87
439,NY,Urban,2021,Apr,0.208,2.911
440,NY,Urban,2021,May,0.214,3.038
441,NY,Urban,2021,Jun,0.222,3.202
442,NY,Urban,2021,Jul,0.216,3.286
443,NY,Urban,2021,Aug,0.226,3.314
444,NY,Urban,2021,Sep,0.222,3.349
445,NY,Urban,2021,Oct,0.214,3.488
446,NY,Urban,2021,Nov,0.207,3.625
447,NY,Urban,2021,Dec,0.2,3.581
448,NY,Urban,2022,Jan,0.256,3.537
449,NY,Urban,2022,Feb,0.196,3.719
450,NY,Urban,2022,Mar,0.225,4.388
451,NY,Urban,2022,Apr,0.235,4.29
452,NY,Urban,2022,May,0.241,4.828
453,NY,Urban,2022,Jun,0.248,5.131
454,NY,Urban,2022,Jul,0.232,4.8
455,NY,Urban,2022,Aug,0.249,4.323
456,NY,Urban,2022,Sep,0.245,3.832
457,NY,Urban,2022,Oct,0.235,3.732
458,NY,Urban,2022,Nov,0.232,3.97
459,NY,Urban,2022,Dec,0.231,3.6
460,NY,Urban,2023,Jan,0.243,3.569
461,NY,Urban,2023,Feb,0.237,3.576
462,CO,Urban,2017,Jan,0.12,2.429
463,CO,Urban,2017,Feb,0.12,2.427
464,CO,Urban,2017,Mar,0.12,2.458
465,CO,Urban,2017,Apr,0.122,2.626
466,CO,Urban,2017,May,0.121,2.842
467,CO,Urban,2017,Jun,0.134,2.85
468,CO,Urban,2017,Jul,0.126,2.797
469,CO,Urban,2017,Aug,0.126,2.812
470,CO,Urban,2017,Sep,0.126,2.937
471,CO,Urban,2017,Oct,0.118,2.878
472,CO,Urban,2017,Nov,0.118,2.692
473,CO,Urban,2017,Dec,0.118,2.407
474,CO,Urban,2018,Jan,0.12,2.429
475,CO,Urban,2018,Feb,0.12,2.427
476,CO,Urban,2018,Mar,0.12,2.458
477,CO,Urban,2018,Apr,0.122,2.626
478,CO,Urban,2018,May,0.121,2.842
479,CO,Urban,2018,Jun,0.134,2.85
480,CO,Urban,2018,Jul,0.126,2.797
481,CO,Urban,2018,Aug,0.126,2.812
482,CO,Urban,2018,Sep,0.126,2.937
483,CO,Urban,2018,Oct,0.118,2.878
484,CO,Urban,2018,Nov,0.118,2.692
485,CO,Urban,2018,Dec,0.118,2.407
486,CO,Urban,2019,Jan,0.112,2.089
487,CO,Urban,2019,Feb,0.113,2.003
488,CO,Urban,2019,Mar,0.113,2.29
489,CO,Urban,2019,Apr,0.11,2.618
490,CO,Urban,2019,May,0.11,2.803
491,CO,Urban,2019,Jun,0.121,2.722
492,CO,Urban,2019,Jul,0.121,2.595
493,CO,Urban,2019,Aug,0.121,2.438
494,CO,Urban,2019,Sep,0.127,2.533
495,CO,Urban,2019,Oct,0.116,2.672
496,CO,Urban,2019,Nov,0.114,2.732
497,CO,Urban,2019,Dec,0.114,2.709
498,CO,Urban,2020,Jan,0.137,2.518
499,CO,Urban,2020,Feb,0.137,2.349
500,CO,Urban,2020,Mar,0.137,2.072
501,CO,Urban,2020,Apr,0.137,1.672
502,CO,Urban,2020,May,0.137,1.797
503,CO,Urban,2020,Jun,0.137,2.309
504,CO,Urban,2020,Jul,0.137,2.516
505,CO,Urban,2020,Aug,0.137,2.378
506,CO,Urban,2020,Sep,0.137,2.27
507,CO,Urban,2020,Oct,0.137,2.153
508,CO,Urban,2020,Nov,0.137,2.074
509,CO,Urban,2020,Dec,0.137,2.17
510,CO,Urban,2021,Jan,0.137,2.3
511,CO,Urban,2021,Feb,0.137,2.39
512,CO,Urban,2021,Mar,0.137,2.807
513,CO,Urban,2021,Apr,0.141,2.908
514,CO,Urban,2021,May,0.141,3.01
515,CO,Urban,2021,Jun,0.141,3.353
516,CO,Urban,2021,Jul,0.14,3.614
517,CO,Urban,2021,Aug,0.14,3.728
518,CO,Urban,2021,Sep,0.141,3.675
519,CO,Urban,2021,Oct,0.141,3.602
520,CO,Urban,2021,Nov,0.141,3.556
521,CO,Urban,2021,Dec,0.141,3.411
522,CO,Urban,2022,Jan,0.141,3.321
523,CO,Urban,2022,Feb,0.141,3.374
524,CO,Urban,2022,Mar,0.149,3.975
525,CO,Urban,2022,Apr,0.149,4.051
526,CO,Urban,2022,May,0.149,4.19
527,CO,Urban,2022,Jun,0.149,4.905
528,CO,Urban,2022,Jul,0.152,4.815
529,CO,Urban,2022,Aug,0.152,4.095
530,CO,Urban,2022,Sep,0.157,3.758
531,CO,Urban,2022,Oct,0.157,3.691
532,CO,Urban,2022,Nov,0.152,3.429
533,CO,Urban,2022,Dec,0.152,2.979
534,CO,Urban,2023,Jan,0.153,3.479
535,CO,Urban,2023,Feb,0.153,4.123
